"tractid","death_injury_rf_risk_prob"
37139960400,0.172
37183053005,0.296
31079001400,0.378
34005704500,0.35
34007608001,0.388
34031196402,0.318
35001004724,0.37
32031002613,0.266
36005034200,0.854
36047055800,0.398
36067004400,0.368
36067012800,0.224
36081002500,0.33
36103135005,0.284
39007001301,0.342
39035160900,0.786
39035178101,0.326
39049007812,0.594
39049009900,0.312
39113040103,0.412
39159050400,0.55
40027201201,0.27
40035373300,0.618
40115574300,0.156
41039000705,0.914
42017101603,0.32
42045409802,0.232
42091201411,0.348
42101035702,0.308
72041240300,0.402
72113070900,0.338
72149720504,0.382
72153750101,0.38
44007000800,0.314
46007941200,0.4
46103011600,0.144
47093006206,0.506
47157021200,0.366
47189030308,0.418
48037010400,0.834
48091310702,0.222
48113008500,0.378
48113018138,0.266
48141002400,0.57
48167723600,0.658
48201411900,0.196
48329001300,0.59
49035112812,0.156
49039972300,0.402
49049010103,0.322
51059421600,0.424
51149850502,0.446
51660000205,0.742
53035091500,0.218
53053072106,0.616
53061052806,0.394
53063001100,0.62
55099970400,0.356
55115101000,0.344
54057010200,0.366
1041963700,0.858
1079979800,0.362
1081042003,0.376
1089000602,0.486
4013082028,0.386
4013110802,0.43
4019004048,0.44
6007001200,0.39
6019005516,0.374
6037109100,0.418
6037113421,0.432
6037121801,0.316
6037405900,0.384
6037481902,0.372
6037573100,0.61
6037800202,0.302
6041103100,0.158
6059052505,0.316
6071010015,0.434
6075015802,0.356
6075033000,0.27
6075040200,0.592
6077005202,0.528
6083000101,0.374
6107002007,0.394
9001020800,0.234
9001030200,0.27
9001050500,0.462
9003494300,0.362
11001005900,0.278
12009068102,0.406
12057014003,0.416
12086014900,0.42
12095016302,0.622
12101031007,0.494
12101032106,0.37
12103024508,0.56
12105013600,0.468
13067031310,0.134
13089022302,0.248
13093970300,0.448
13139001301,0.922
13139001605,0.338
13285960201,0.632
19061000900,0.418
19153003100,0.3
17031260900,0.314
17031300700,0.424
18003011604,0.4
18027954500,0.386
18027954900,0.404
20037957400,0.282
20091052411,0.32
20173007000,0.522
21037052200,0.392
21133950300,0.404
22001960500,0.272
22023990000,0.262
25021416300,0.244
24005403702,0.23
24031701503,0.372
24031703210,0.382
24031705902,0.096
24033803612,0.262
24510250301,0.414
23011010300,0.664
26045021202,0.362
26065006100,0.222
26081000700,0.338
26093740800,0.332
26115830600,0.162
26125126300,0.652
26125134700,0.5
26125159000,0.12
26163533900,0.328
26163588200,0.65
27053110000,0.428
27123034702,0.106
27127750100,0.408
29069360900,0.596
29095012000,0.76
29099700117,0.144
37049960800,0.106
37097061502,0.204
37183053803,0.338
31109001301,0.404
33011010301,0.37
34001013302,0.152
34003014000,0.298
34003032201,0.25
34005703103,0.398
34025808800,0.27
36029014207,0.36
36047004100,0.222
36049950200,0.308
36081065501,0.262
36103190706,0.062
39017011120,0.264
39035177609,0.362
39035187103,0.094
39049003200,0.398
39061005600,0.118
39151710300,0.498
39165031300,0.378
40031000900,0.396
40143003800,0.35
40143005808,0.406
42003070500,0.4
42003521200,0.334
42003563000,0.308
42007602100,0.308
42079211102,0.282
42095017603,0.31
42101029100,0.69
72021031502,0.46
72137990000,0.262
44007001700,0.43
45011970400,0.604
46103011005,0.238
46109940700,0.442
47047060600,0.38
48029121606,0.298
48061011100,0.386
48113014114,0.404
48113019501,0.3
48121021304,0.912
48147950401,0.746
48201522000,0.454
48201542400,0.436
48227950100,0.406
48355006100,0.394
48437950300,0.522
48439111312,0.316
48451001301,0.436
48491020602,0.356
49035100308,0.472
51760020900,0.656
53033004700,0.346
53033021903,0.216
53053073408,0.386
53075000400,0.396
55077960200,0.384
55105000900,0.346
2240000100,0.478
1097006404,0.248
4013105701,0.456
4013216832,0.38
4015953100,0.658
4017965300,0.438
4019004720,0.378
4021001705,0.386
6019005607,0.484
6019008000,0.478
6037213201,0.374
6037406701,0.564
6037534201,0.386
6065044919,0.464
6065044926,0.666
6071000111,0.344
6071000117,0.318
6071004504,0.42
6071008401,0.858
6071012300,0.358
6073003212,0.444
6083000600,0.368
6097153807,0.346
8031005502,0.39
8059011550,0.996
9003496100,0.378
9003496200,0.292
9011702800,0.416
9013850100,0.158
12011110322,0.424
12057011519,0.302
12086000404,0.424
12099007203,0.38
12109021404,0.382
12111382200,0.442
13001950400,0.348
13029980000,0.262
13051011005,0.288
13063040520,0.47
13191980000,0.262
13257970200,0.114
19013001503,0.412
19065080400,0.282
19149970600,0.324
16027020700,0.358
17011965100,0.382
17031818700,0.346
17119402900,0.512
17119403603,0.554
17201003709,0.448
18097310103,0.172
20151968800,0.75
20173010106,0.248
21019030300,0.332
21049020201,0.524
22013970100,0.494
22071000602,0.334
22071001746,0.272
22073010503,0.756
22109000900,0.86
25017356601,0.32
24005451801,0.264
24025304101,0.312
23005002700,0.502
23017965100,0.366
26023951500,0.464
26077001501,0.576
26125180100,0.368
27003051302,0.486
27019091000,0.404
27037061106,0.29
27057070700,0.362
27089080200,0.266
27109002100,0.378
27139080202,0.28
29047021004,0.294
29155470600,0.664
29189211334,0.13
29189217400,0.332
29223690200,0.428
28133950300,0.73
37119005403,0.606
37119005830,0.442
37157041001,0.13
37193960801,0.378
38017000600,0.604
38093967300,0.394
31153010614,0.374
33011011402,0.144
34007607401,0.452
34025804100,0.194
34039033000,0.306
35015000401,0.23
32003002811,0.542
32003003626,0.502
36005011000,0.392
36005021900,0.398
36005030900,0.39
36029009402,0.34
36047033700,0.336
36047079801,0.376
36059415201,0.118
36081004500,0.412
36081026901,0.366
36081028500,0.354
36081039400,0.392
36085018701,0.344
36119002107,0.392
36119004900,0.366
39093091200,0.274
39099812800,0.422
39113002600,0.514
39119911700,0.492
40017300600,0.096
40027200900,0.494
40027202104,0.448
40097040700,0.226
40101001500,0.128
40133583800,0.164
41047010501,0.3
42003446000,0.192
42003526202,0.244
42003526301,0.366
42017102002,0.256
42017102401,0.318
42043022300,0.42
42077005100,0.406
42129801100,0.278
42129803301,0.256
72061040700,0.414
72127005900,0.434
72145560500,0.406
44005040304,0.262
45051051201,0.37
45071950601,0.358
45087030300,0.88
47009980200,0.32
47011010800,0.202
47053966200,0.452
47145030900,0.468
48029110800,0.772
48113017102,0.66
48149970100,0.34
48167724700,0.302
48201311300,0.384
48201313100,0.292
48201451601,0.37
48201511500,0.262
48201522401,0.42
48215021403,0.382
48355003001,0.908
48381021500,0.538
48485013401,0.376
51013102400,0.332
51810040402,0.16
53061051701,0.33
55061990000,0.262
55069960700,0.33
55079017500,0.446
55079080400,0.41
55133200500,0.294
55133203902,0.414
54005958300,0.52
56013000300,0.552
2110000100,0.368
1055000600,0.52
1073010701,0.754
1089001000,0.476
1117030342,0.29
4013071506,0.49
4013422401,0.406
4015951700,0.542
4019004628,0.414
6037262400,0.25
6037500900,0.254
6037542602,0.418
6037930200,0.184
6061021038,0.344
6065041408,0.418
6065047202,0.398
6067007414,0.416
6073003113,0.458
6073013505,0.442
6073020806,0.472
6083002402,0.454
8005087300,0.626
9001081100,0.202
11001002201,0.4
12031012702,0.418
12057011603,0.452
12085990000,0.262
12086010210,0.426
12095017701,0.424
12099004202,0.462
13003960200,0.23
13021012400,0.524
13047030304,0.37
19049050200,0.478
16053970300,0.552
16055000402,0.416
16083000300,0.226
17031671900,0.432
17031806201,0.568
17031812801,0.39
17031812802,0.326
17031836100,0.41
17043842708,0.568
17057953500,0.482
17097861107,0.274
17143000600,0.462
17189950200,0.512
17197880303,0.168
20173009503,0.348
21083020300,0.724
21167960500,0.254
22051027100,0.41
25005641400,0.434
25017310700,0.592
24510100100,0.148
26067982200,0.386
26093710500,0.368
26143970200,0.272
26145010200,0.392
26163518800,0.424
26163539600,0.542
26163555400,0.598
27053001700,0.466
27053026511,0.43
27123037500,0.126
27123040302,0.414
29095005300,0.394
29189217942,0.408
29189219900,0.396
37109070300,0.356
37163970302,0.152
37183053409,0.342
37191000200,0.356
31055007457,0.482
33011020000,0.218
33011200400,0.056
34007603200,0.416
34009021002,0.194
34013016700,0.368
34029980000,0.262
32031002207,0.248
36047022600,0.382
36047028000,0.402
36047075200,0.396
36059518900,0.206
36061016600,0.266
36071010901,0.264
36081052500,0.376
36087012402,0.268
36087013401,0.19
36117020401,0.346
39035172101,0.322
39049002710,0.636
39049008110,0.7
39049008821,0.63
39061000700,0.262
39061020811,0.284
40049681700,0.376
40063484700,0.336
41039001902,0.548
41051003801,0.25
42001030800,0.538
42003140600,0.382
42007604100,0.254
42013100700,0.468
42017102003,0.238
42051261800,0.504
42057960300,0.256
42091201706,0.192
42091203403,0.352
42091205502,0.188
42091206006,0.322
42101008102,0.726
42125751200,0.374
72053150102,0.436
72087990000,0.262
45013010400,0.344
45031010200,0.212
45041000600,0.108
47029920400,0.374
47149042100,0.966
47163043100,0.406
47165021008,0.544
48029170600,0.308
48029181814,0.392
48141004310,0.87
48201431600,0.354
48201450200,0.234
48341950100,0.368
48439113513,0.278
48469001300,0.586
49035103700,0.328
49049010110,0.344
51059470100,0.244
51087201502,0.662
51107611602,0.39
50021962300,0.22
53033028402,0.432
53053070100,0.362
53053072410,0.338
53063003500,0.978
53067012620,0.228
56001962700,0.396
56021000300,0.408
2230000100,0.28
1073012906,0.526
1089010902,0.396
1091973400,0.55
1111000100,0.386
5085020201,0.264
5125010506,0.366
4019004114,0.39
6037571701,0.25
6059075404,0.414
6065041904,0.388
6065042507,0.414
6065043506,0.218
6065045123,0.392
6073010110,0.424
6073019403,0.396
6081601902,0.408
6081608013,0.37
6083001604,0.398
6085511200,0.24
6101051100,0.216
6107002500,0.256
8059009830,0.416
10003012600,0.218
12011043002,0.32
12033002801,0.548
12035060301,0.466
12057013314,0.436
12071001707,0.166
12086004701,0.216
12099007740,0.546
12101031807,0.464
12101032012,0.392
12105011400,0.542
12105012205,0.446
12105014105,0.596
12115001908,0.36
13175950500,0.296
13311950202,0.368
19003950100,0.354
19005960300,0.458
19163011600,0.45
19181021100,0.304
17025971900,0.408
17031808200,0.256
17031831500,0.254
17097861013,0.4
17201000200,0.328
18081610500,0.246
20155001600,0.422
21015070311,0.656
21059000700,0.434
22051023904,0.414
22071001724,0.446
25005631500,0.324
25009208101,0.578
25009251100,0.268
25025990101,0.262
24005402602,0.378
24031700205,0.216
24510271200,0.094
23005004200,0.25
23007971300,0.354
23017965600,0.698
26055550400,0.328
26081013200,0.388
26115833800,0.252
26161405600,0.414
26163520200,0.244
26163537600,0.25
26163556200,0.48
26163574300,0.408
29019002200,0.32
29047021310,0.322
29169470390,0.426
28047003102,0.48
30009000300,0.272
37027031403,0.268
37061090200,0.57
37071033204,0.306
31157953200,0.374
34013000600,0.27
34039030500,0.276
35049010500,0.322
36005020000,0.264
36005022200,0.296
36029007102,0.444
36029009112,0.33
36047031900,0.274
36047059402,0.39
36047112400,0.382
36081081400,0.27
36087011405,0.326
36103158804,0.158
36111954900,0.346
39035104600,0.468
39049007951,0.334
39085201200,0.084
39095003000,0.556
39103408100,0.516
39151714600,0.274
39153531702,0.258
40017301406,0.32
40027200601,0.324
40145030300,0.352
41051006900,0.188
42043023900,0.332
42045400500,0.5
42071000100,0.332
42071014102,0.294
45059920302,0.292
46103010600,0.412
47053967100,0.23
47065011311,0.138
47073050501,0.376
47149041101,0.284
47157002600,0.388
48029182106,0.584
48061013402,0.384
48163950200,0.932
48181001101,0.278
48189950800,0.386
48201253600,0.546
48207950300,0.294
48215020404,0.226
48251130214,0.14
48355000500,0.446
48375011000,0.846
49011126002,0.326
51015070800,0.158
51059430901,0.358
51153901005,0.312
51169030200,0.388
53033010001,0.304
53033010600,0.376
53061053102,0.644
55017010100,0.662
55025003002,0.28
55025013301,0.334
55033970400,0.218
55063000600,0.346
55065970500,0.308
55085970900,0.238
55139001000,0.434
54095961800,0.158
56001962800,0.422
2020000802,0.428
2020002201,0.208
1041963400,0.432
1075030100,0.24
1097003000,0.476
1113031000,0.2
1121011800,0.744
1127021500,0.446
5059020200,0.778
5091020802,0.574
4013071511,0.432
4013092306,0.466
4013104204,0.464
4013110501,0.438
4013116725,0.192
4013615000,0.326
6001422600,0.332
6019005605,0.424
6019006100,0.408
6037300600,0.372
6037404000,0.404
6037462100,0.392
6037503106,0.382
6037536102,0.25
6037540201,0.358
6037910603,0.406
6041104101,0.516
6059032045,0.3
6059052502,0.376
6073014601,0.366
6073019406,0.226
6079010901,0.318
6085502201,0.312
6089011801,0.358
6099003803,0.33
8005082000,0.444
8059011709,0.532
9003460100,0.504
12001001515,0.43
12011110343,0.25
12051000100,0.238
12069030503,0.358
12073001500,0.258
12086009022,0.402
12093910300,0.466
12099007002,0.49
12101032601,0.66
12105011202,0.484
13031110800,0.39
13067030331,0.378
13067030342,0.362
13121011100,0.556
13247060201,0.26
13269950200,0.378
15003000903,0.254
16023970100,0.388
17031031100,0.75
17031830202,0.248
17043841209,0.272
17051950800,0.452
20063955100,0.426
21067003911,0.452
21079970100,0.364
21121930200,0.342
22019002900,0.476
22047953101,0.282
22051025800,0.486
22053000100,0.394
22089062302,0.39
22103040502,0.702
22103040601,0.24
25005652600,0.402
25011040502,0.28
25027709201,0.288
24031701218,0.33
23005004501,0.132
26121002800,0.092
26147651100,0.364
26147652600,0.222
26161414500,0.396
27021960801,0.334
27035950800,0.318
27093560600,0.354
27127750500,0.638
29181870400,0.44
37063001001,0.264
37071030302,0.3
37085070401,0.406
37119003201,0.566
37147000202,0.48
37183052507,0.394
38063959000,0.438
31055007461,0.366
33011001500,0.478
34005702910,0.352
34009020301,0.164
34017001400,0.044
34017006600,0.326
34017015201,0.3
34025801700,0.272
34027043500,0.368
34039034400,0.426
35009000602,0.268
36047007500,0.218
36047059800,0.342
36047072600,0.376
36059414900,0.294
36059416100,0.156
36071013600,0.326
36081012601,0.538
36103123600,0.306
36117021502,0.504
39031960900,0.334
39035184105,0.134
39041011421,0.14
39043040300,0.344
39049009220,0.456
39057270100,0.662
39061005800,0.812
39151710500,0.742
40015162000,0.236
40111000100,0.474
40143005900,0.422
41029000406,0.424
42107002300,0.438
45083021600,0.164
46057955100,0.382
47037010802,0.408
47065010901,0.41
48029121601,0.488
48113014113,0.4
48131950100,0.472
48201233101,0.4
48201233400,0.442
48201330303,0.414
48215020202,0.214
48233950800,0.158
48355003306,0.528
48375011900,0.52
48439122200,0.574
48453001777,0.208
48469000700,0.394
48485013700,0.31
48491020807,0.394
49035111801,0.246
51077060300,0.292
51153901900,0.388
51199050401,0.306
50009950500,0.074
55141010400,0.392
54039010802,0.368
1095031200,0.45
1133965501,0.392
4005000300,0.442
4025001601,0.408
6029003808,0.21
6037122410,0.396
6037203500,0.54
6037213310,0.392
6037269800,0.244
6037554514,0.25
6037910205,0.384
6037980008,0.38
6053010102,0.364
6059052525,0.324
6061020401,0.43
6071002107,0.416
6073002702,0.414
6073003208,0.38
6073017048,0.398
6073018513,0.332
6073019208,0.31
6111007607,0.326
8001008200,0.432
8001009202,0.418
8041006802,0.546
8077000700,0.46
11001002202,0.66
12011010800,0.302
12011070501,0.332
12041950201,0.42
12083002401,0.23
12095016731,0.416
12103025112,0.792
12103027202,0.326
12109020710,0.284
13089023214,0.32
13139001606,0.238
13217100700,0.738
13303950400,0.414
17025972000,0.376
17031151002,0.422
17031300900,0.304
17031440800,0.464
17045070100,0.6
17091010702,0.41
17097863603,0.168
17119401721,0.236
17125956800,0.554
17167003902,0.346
18177010600,0.414
20037957500,0.364
20051072701,0.41
21111011518,0.366
21111011601,0.22
21167960400,0.494
22051023003,0.406
25021417801,0.224
24017851100,0.334
24031700500,0.53
23005000600,0.3
23017966400,0.302
26075006801,0.32
26089990000,0.262
26163534400,0.422
26163550800,0.336
27053008500,0.59
27053023902,0.268
27109001203,0.214
29021002700,0.336
29201781000,0.36
28075010301,0.254
30087000200,0.372
30111940000,0.238
37081012803,0.608
37135011102,0.378
37155961801,0.234
37171930202,0.412
37183053605,0.352
38015011103,0.382
31153010401,0.448
34003035200,0.114
34013014400,0.316
34015501404,0.518
34015502001,0.06
34025803900,0.166
34025806503,0.42
34039030702,0.38
36005013200,0.356
36029003500,0.33
36061000700,0.192
36071000300,0.28
36081013500,0.378
36103158606,0.286
39003012900,0.484
39061023902,0.32
39085205100,0.31
40027200700,0.416
41051006001,0.352
42003515300,0.492
42029300202,0.128
42055010100,0.626
42077007000,0.102
42101014100,0.788
42111021000,0.294
42131400500,0.214
72087110500,0.33
72097081300,0.418
44007012200,0.302
45051060209,0.372
46029954302,0.246
47183968202,0.408
48029150700,0.428
48029980005,0.646
48113003700,0.324
48121021743,0.46
48141003902,0.3
48141010322,0.372
48163950100,0.432
48167721600,0.276
48201432801,0.282
48201511200,0.39
48251131000,0.236
48339691800,0.49
48453001776,0.278
49035114700,0.626
53011040709,0.284
53053072901,0.318
55059001900,0.404
55105001100,0.234
55133204200,0.316
1133965600,0.378
5007021405,0.094
5131001303,0.716
4013093105,0.392
4013112507,0.422
4013814600,0.4
4019003705,0.402
4027000901,0.396
6007000201,0.45
6013355116,0.34
6037121010,0.542
6037404503,0.412
6037480303,0.374
6059062636,0.27
6067001500,0.344
6073008305,0.288
6073013307,0.42
6073013506,0.422
6079010701,0.618
6081605900,0.316
8041001400,0.912
9001021000,0.102
9003405401,0.68
9003406002,0.396
9005362102,0.096
11001002301,0.38
11001007806,0.386
12033001500,0.302
12057013410,0.452
12085000502,0.31
12097041600,0.166
13029920303,0.218
13045910800,0.316
13051011109,0.448
13083040200,0.308
13089021409,0.368
13093970100,0.136
13117130403,0.276
13135050425,0.41
13177020300,0.232
13215010606,0.428
15003002900,0.528
15003005800,0.33
15003007503,0.744
17031070101,0.52
17031251000,0.404
17097864514,0.486
18003003800,0.324
18073101200,0.456
18095001600,0.416
18129040500,0.334
21093000400,0.51
21111001600,0.452
21175950500,0.398
21229930100,0.374
25003923100,0.172
25015822300,0.4
24005490302,0.214
24027605602,0.208
24031700832,0.636
26003000100,0.128
26021001300,0.394
26039960300,0.294
26041970100,0.344
26085960100,0.84
26087339000,0.286
26099262100,0.45
27043460300,0.346
27053020903,0.612
27147960400,0.534
29075960200,0.442
29099700209,0.342
28049003300,0.494
28103950100,0.446
37081010602,0.566
37179020403,0.5
37183053412,0.454
37191000500,0.35
37191001900,0.53
31055007449,0.352
31069952100,0.658
34005702207,0.384
34013008800,0.364
34013009700,0.252
34015501900,0.308
34029732101,0.108
35061970902,0.134
32003001613,0.48
32003002841,0.36
32003003318,0.378
36005036400,0.274
36027220201,0.064
36029009104,0.378
36047020100,0.312
36047118201,0.286
36063020500,0.256
36063022300,0.392
36081116300,0.35
36093032200,0.302
36103158708,0.134
36117021100,0.178
39023002000,0.508
39027964500,0.426
39029952100,0.448
39035102200,0.484
39035112200,0.434
39035116200,0.696
39093030100,0.708
39101010201,0.262
39115968800,0.192
39153507300,0.632
39155930101,0.25
39155932802,0.478
40003955600,0.402
40041376000,0.384
40109109202,0.654
40131050405,0.374
41051001802,0.424
41067032410,0.262
42003130300,0.436
42003447000,0.314
42017105506,0.256
42101001900,0.404
42101004202,0.41
42133022700,0.366
72023980000,0.262
44007011500,0.228
45003020701,0.43
45007000200,0.254
45019003500,0.778
47037016400,0.332
47093005907,0.372
48029121000,0.136
48029171501,0.418
48061013106,0.306
48113007811,0.424
48113013720,0.364
48113016409,0.418
48113018137,0.43
48121021722,0.416
48183010200,0.188
48239950300,0.378
48397040102,0.262
48439105203,0.484
48439114102,0.61
48463950100,0.33
48489950500,0.366
49011126001,0.402
49035113020,0.5
49049000105,0.316
51033030202,0.406
51041100300,0.796
51760041600,0.386
51810043200,0.34
53003960600,0.364
53033027900,0.438
53061051921,0.39
53061053302,0.192
55057100100,0.336
55079009600,0.382
55101000300,0.44
54037972506,0.29
54049020700,0.426
54053955102,0.552
54107010502,0.632
2020002812,0.664
1027958900,0.358
1061050100,0.176
5119003703,0.234
4013422623,0.364
4013422636,0.452
6025011202,0.434
6029002000,0.468
6037119202,0.432
6037134521,0.414
6037205110,0.378
6037407802,0.392
6037461901,0.352
6037502301,0.42
6037504001,0.392
6041108200,0.368
6053001400,0.438
6055201200,0.24
6059099415,0.574
6065041703,0.438
6065042208,0.444
6065043822,0.378
6071003510,0.402
6073002002,0.4
6081604000,0.592
6083002303,0.724
6111001700,0.348
8001008550,0.316
8035014505,0.352
8045951902,0.602
10003013608,0.402
12009069300,0.244
12011042100,0.53
12011070209,0.37
12057013004,0.6
12071010104,0.41
12086018700,0.416
12091022100,0.932
12095013300,0.584
12099003300,0.204
12101033010,0.506
12103025416,0.55
12127083008,0.46
13039010402,0.368
13067030220,0.432
13115001702,0.3
13185010700,0.568
19013001600,0.438
19021960300,0.376
19137960100,0.444
19177950200,0.332
19181020200,0.134
19193000200,0.27
17031020902,0.616
17043840907,0.374
17095000500,0.598
17115001802,0.322
17143003200,0.642
17163501300,0.672
18089043404,0.59
18097340902,0.186
18105001304,0.46
20091052504,0.346
21145031600,0.238
21231920700,0.36
24001001401,0.304
24031703701,0.394
24041990000,0.262
24510080102,0.608
26009990000,0.262
26033970900,0.476
26045020800,0.638
26049010304,0.504
26049010501,0.516
26061990100,0.262
26081012901,0.23
26117971300,0.526
26125130100,0.258
26139025200,0.592
26149041102,0.356
26161403600,0.398
26163545600,0.232
27053125500,0.724
29065960100,0.292
29097010900,0.172
29510119300,0.39
28119950300,0.538
30095966600,0.354
30111000901,0.65
37081015902,0.304
37113970700,0.366
37119005404,0.74
33003956000,0.018
34013016100,0.184
34025800601,0.66
34031181702,0.382
32021970700,0.56
36005016000,0.326
36005027700,0.524
36021000402,0.28
36029012502,0.614
36047051500,0.416
36047080400,0.356
36071000600,0.794
36081038400,0.372
36081063500,0.336
36101961600,0.192
36103112002,0.232
36111950100,0.284
39035152502,0.48
39085201100,0.4
39113021302,0.426
39113021601,0.434
39153530604,0.642
40017301009,0.262
40039960400,0.25
41005020404,0.27
41047001602,0.566
41067031100,0.484
41067031509,0.408
42003250300,0.424
42003472300,0.48
42003498000,0.388
42019902700,0.416
42045410800,0.214
42069110401,0.308
42079217002,0.48
72021031612,0.404
72055961400,0.398
45041001900,0.366
45051050700,0.66
45057010700,0.828
45063021017,0.58
47065002000,0.28
47131965400,0.65
47185935200,0.51
47187050205,0.35
48029182102,0.436
48133950300,0.236
48141002600,0.364
48141010215,0.39
48201231400,0.458
48329010105,0.43
48339692001,0.144
48349971000,0.872
49035113511,0.404
51059480901,0.37
53031950300,0.242
53061052503,0.346
53063001800,0.696
53063005000,0.57
55063000200,0.55
55079170300,0.414
55105001500,0.388
55131410100,0.246
54019020100,0.272
54039001901,0.222
1095030300,0.286
5097953000,0.608
5115950900,0.276
4013103303,0.47
4019004026,0.392
6001405800,0.364
6019003807,0.392
6037117202,0.42
6037403401,0.384
6037433102,0.39
6037502200,0.406
6037503802,0.44
6037621326,0.202
6037703100,0.362
6065043271,0.378
6069000502,0.406
6071010022,0.394
6071011401,0.144
6073020108,0.498
6081611500,0.254
6085506803,0.4
6085512001,0.276
6099003001,0.394
6103000600,0.326
8013013213,0.394
8041003305,0.248
9003415300,0.542
9003473700,0.27
9003490302,0.318
9003510400,0.616
12011050205,0.406
12015010200,0.702
12031011300,0.458
12086000209,0.116
12086003914,0.416
12086011202,0.404
12091020400,0.572
12101031504,0.34
13077170305,0.512
13135050314,0.32
13151070203,0.568
15005990000,0.262
19087970500,0.304
19097950600,0.302
17031010600,0.594
17031081402,0.256
17031160601,0.36
17043844304,0.244
17097864407,0.182
18085962600,0.198
18091041500,0.22
20011956000,0.328
20133951800,0.582
21233960300,0.21
22067950500,0.19
22073000600,0.412
22077951900,0.71
22079011600,0.24
22103041103,0.188
25001014500,0.532
25017312300,0.536
25017335200,0.314
25017351500,0.322
25025000201,0.226
24510260102,0.16
23005003500,0.266
23005011100,0.58
23031031000,0.23
26049010110,0.176
26057000400,0.366
26063951100,0.22
26121001800,0.412
26125168900,0.612
26125184200,0.408
26125194300,0.338
26151971200,0.376
26163503300,0.438
26163545100,0.398
26163556100,0.298
27053010600,0.276
27053027102,0.358
27145000402,0.356
29023950201,0.406
29045950300,0.442
29095005602,0.608
28017950100,0.586
30013010700,0.31
30063001304,0.388
30111001502,0.274
37025041100,0.314
37051003309,0.532
37083930502,0.028
37175960600,0.572
31055003300,0.44
31097967500,0.396
31149974600,0.416
33001966402,0.268
34007607507,0.39
34015501001,0.334
34021004406,0.208
34031181200,0.362
35033955200,0.676
35049000600,0.31
32003005351,0.42
36003951000,0.28
36005016600,0.276
36047023100,0.244
36047095800,0.186
36047096800,0.37
36047110600,0.448
36067012900,0.47
36087012202,0.384
36089490400,0.354
36103124001,0.298
36111955300,0.358
39061022700,0.244
39061023300,0.29
39061026700,0.518
40017300700,0.238
40121485600,0.41
40131050301,0.396
41009971000,0.602
41011000100,0.254
42003562400,0.31
42005950700,0.376
42015951100,0.272
42017101802,0.234
42091206106,0.204
42091208903,0.39
42125763700,0.288
72021031631,0.478
72033020426,0.408
72149720100,0.372
44009051305,0.366
45051051502,0.582
45073031100,0.442
45091061302,0.474
47183968700,0.404
48113012603,0.44
48201252500,0.734
48201411300,0.318
48245000200,0.354
48275950200,0.448
48309000100,0.432
48329000500,0.892
48439102100,0.42
48439121601,0.392
48491020503,0.234
51041100406,0.456
51059421300,0.364
51590000200,0.582
50001960400,0.16
53033006000,0.654
53033025601,0.404
53077000200,0.482
55025001200,0.402
55043961000,0.368
55059000800,0.4
55079009400,0.43
55081950100,0.204
2090001700,0.632
1073010401,0.528
1083020900,0.35
1089002501,0.428
1097003100,0.396
1101000500,0.526
5001480500,0.452
5091021000,0.602
5113950600,0.412
4013061025,0.372
4013420216,0.252
4013610500,0.364
4019004715,0.276
6013389200,0.398
6021010502,0.366
6037132501,0.366
6037262501,0.208
6037401303,0.36
6037533107,0.38
6037900705,0.492
6059042330,0.364
6059099701,0.422
6075025100,0.414
6079010603,0.416
6111001402,0.422
8035014603,0.302
12011010603,0.366
12031002802,0.674
12031011901,0.228
12083001302,0.634
12086008414,0.292
12095012306,0.308
12109021206,0.466
12115002010,0.438
13089020700,0.29
13089021217,0.386
13089021913,0.496
13115002100,0.232
13121004400,0.394
13121010119,0.414
17031030500,0.446
17031640300,0.266
17031700301,0.38
17031810000,0.302
17139977200,0.476
17161022300,0.636
17179020700,0.572
18073100902,0.248
18097340102,0.35
20091050200,0.416
21053970201,0.28
21213970200,0.232
25017337201,0.074
25027740101,0.366
24005440300,0.398
24005440800,0.412
24009861004,0.378
24017851002,0.134
24021753002,0.118
23003950700,0.38
23011010600,0.174
26067030100,0.928
26099260600,0.402
26125183400,0.34
27031990000,0.262
27053026104,0.426
27059130200,0.65
27123036300,0.356
29029950500,0.296
29183311149,0.406
37067004103,0.116
37123960402,0.408
37135011500,0.23
37151030201,0.488
31055007448,0.24
33011002702,0.1
34013007700,0.262
34039037601,0.114
35035000401,0.258
35049000400,0.438
32003001804,0.43
32003003214,0.674
32003003262,0.422
32003003622,0.4
36013035901,0.276
36047016600,0.304
36047049700,0.558
36053030800,0.234
36059407402,0.37
36069050201,0.38
36081012100,0.366
36119003300,0.152
39049008311,0.064
39049010300,0.246
39099812302,0.294
39105964600,0.164
39155930400,0.53
40015161700,0.534
40091779700,0.326
40105172300,0.352
40139950900,0.354
41039001202,0.474
42013010900,0.264
42071012301,0.34
42091200603,0.272
42099030602,0.19
42101014400,0.416
42107003000,0.23
44007000300,0.432
45007001100,0.248
45015020401,0.364
45041000700,0.492
47099960300,0.296
47157021010,0.232
48029121812,0.566
48029140900,0.646
48113013624,0.384
48113018001,0.378
48121021202,0.424
48139060300,0.33
48201212300,0.644
48201251200,0.448
48201411600,0.306
48201433002,0.406
48303001903,0.256
48309003200,0.63
48427950402,0.364
48439113216,0.248
48469000800,0.226
48491020106,0.39
49035113905,0.238
51155210700,0.454
51177020111,0.7
