Tract (Group 1)	risk_indicator
6077003203	1
6077003410	1
6077003700	0
6077004001	2
6077004302	1
6077004502	6
6079011103	1
6079012502	1
6079012702	0
6081603000	1
6081606100	1
6081609800	1
6085500800	6
6085502901	1
6085503113	1
6085504317	2
6085506702	4
6085512310	1
6085512314	6
6087100300	2
6087110502	1
6087122300	1
6093000200	1
6093000500	1
6095251802	1
6095252606	1
6095252706	1
6097151309	1
6097151402	1
6097152906	1
6097153103	1
6097153300	1
6097153706	1
6097154304	1
6099000503	0
6099000805	1
6099000909	6
6099000910	6
6099001601	1
6099002402	1
6099003804	1
6101050603	1
6103000100	0
6103000300	1
6103000500	0
6103000700	1
6105000400	1
6107000201	1
6107000402	1
6107000501	1
6107001601	1
6107003002	1
6107003400	1
6107004200	1
6109005100	1
6111004506	1
6111007202	0
6111008500	0
6111008900	1
6113010102	1
6113010204	21
6115040100	1
72001956700	1
72005400502	1
72005400600	1
72013301400	1
72021031101	1
72025200303	1
72025201000	1
72031050812	1
72059740200	1
72059740300	1
72061040602	1
72061040700	1
72067820100	1
72113072101	1
72115330200	1
72127003300	1
72127010001	1
72129220300	1
72133953800	1
72137121001	1
8001008801	2
8003960300	1
8005005628	1
8005006601	1
8005080400	2
8005080700	1
8005080900	1
8005081300	1
8013013701	0
8025969600	1
8031004103	1
8041001104	1
8041002102	1
8041002900	1
8041003906	2
8041004009	1
8041005108	1
8041005300	1
8041005700	1
8041006100	0
8041006400	1
8043979000	1
8059010100	1
8059010403	7
8059011550	1
8059011721	1
8059011724	0
8067970703	1
8069001709	1
8071000100	1
8101001800	1
8105977000	2
8109977600	1
8123000100	1
9001021400	1
9001071100	1
9001072100	4
9001110100	1
9001200301	3
9001210100	6
9001210600	1
9001210701	7
9003405100	2
9003415600	0
9003415900	0
9003416000	0
9003416200	0
9003416300	2
9003471400	2
9003501200	2
9003504000	2
9003510400	1
9003514700	1
9005253300	1
9007570100	2
9007610100	0
9009125200	1
9009140600	0
9009141500	3
9009141600	3
9009142300	1
9009151100	1
9009154600	1
9009165200	1
9009165600	2
9009171500	1
9009171600	1
9009180200	1
9009345100	2
9009350200	2
9011690500	1
9011690700	1
9011690900	2
9011696200	1
9011696800	3
9011702500	1
9011702700	1
9011711100	1
9011870100	3
9011870501	1
9015800500	1
NULL	6
